Category,Community,01/01/2012,02/01/2012,03/01/2012,04/01/2012,05/01/2012,06/01/2012,07/01/2012,08/01/2012,09/01/2012,10/01/2012,11/01/2012,12/01/2012,01/01/2013,02/01/2013,03/01/2013,04/01/2013,05/01/2013,06/01/2013,07/01/2013,08/01/2013,09/01/2013,10/01/2013,11/01/2013,12/01/2013,01/01/2014,02/01/2014,03/01/2014,04/01/2014,05/01/2014,06/01/2014,07/01/2014,08/01/2014,09/01/2014,10/01/2014,11/01/2014,12/01/2014,01/01/2015,02/01/2015,03/01/2015,04/01/2015,05/01/2015,06/01/2015,07/01/2015,08/01/2015,09/01/2015,10/01/2015,11/01/2015,12/01/2015,01/01/2016,02/01/2016,03/01/2016,04/01/2016,05/01/2016,06/01/2016,07/01/2016,08/01/2016,09/01/2016,10/01/2016,11/01/2016,12/01/2016,01/01/2017,02/01/2017,03/01/2017,04/01/2017,05/01/2017,06/01/2017,07/01/2017,08/01/2017,SEP,OCT,NOV,DEC
Social Disorder,RED CARPET,13,7,14,11,9,10,12,17,11,8,3,4,9,8,7,5,11,10,11,24,16,7,9,10,20,12,6,21,19,17,18,21,14,12,15,9,10,8,12,7,13,16,18,17,10,13,5,15,9,9,13,13,15,10,21,13,3,11,21,12,13,10,19,12,19,15,23,15,,,,
Social Disorder,REDSTONE,,,,,,,,,,1,,2,,2,,1,2,,3,,4,1,4,2,4,2,,1,1,3,1,2,2,4,,3,4,2,1,5,6,10,5,1,5,6,3,2,3,3,6,6,6,6,1,14,7,9,2,12,3,14,5,1,8,5,9,10,,,,
Social Disorder,RENFREW,20,16,24,30,38,31,51,42,51,30,20,30,22,31,24,28,31,31,35,33,44,23,20,17,19,24,24,35,45,41,30,31,33,51,20,28,19,23,37,47,43,48,53,35,32,47,25,33,14,26,36,48,39,50,48,39,40,29,28,23,25,16,31,37,56,72,46,58,,,,
Social Disorder,RICHMOND,22,30,25,22,27,37,24,21,33,18,11,25,22,16,22,17,38,33,22,19,19,26,15,17,17,14,22,34,32,35,28,27,30,19,21,9,8,18,20,29,25,24,32,26,26,34,30,12,22,10,26,18,14,21,30,30,30,26,21,21,25,19,23,35,34,25,25,20,,,,
Social Disorder,RIDEAU PARK,3,,,2,,3,5,2,1,2,,,,1,,3,1,3,4,1,4,2,,,2,,1,3,,3,2,4,2,2,,7,2,,8,2,2,1,7,4,2,7,7,1,,,2,2,1,1,2,4,6,2,,,,2,3,2,2,7,4,3,,,,
Social Disorder,RIVERBEND,21,22,19,27,25,36,42,25,21,29,15,20,23,16,21,9,30,25,35,30,23,13,11,13,11,11,16,12,25,37,23,42,31,29,27,16,15,12,25,20,21,29,36,34,16,23,12,16,7,17,32,32,34,34,37,41,29,25,20,18,23,11,21,21,36,31,32,24,,,,
Social Disorder,ROCKY RIDGE,8,5,7,12,16,17,16,21,10,5,4,9,6,7,9,8,19,7,21,17,16,13,13,9,8,6,5,11,13,12,11,12,18,7,14,12,7,11,2,19,17,8,19,18,11,11,20,13,14,4,13,16,11,13,14,19,17,18,7,14,17,12,9,16,20,11,14,14,,,,
Social Disorder,ROSEDALE,2,2,7,2,10,7,5,7,4,3,3,1,2,3,3,3,5,7,2,6,6,5,5,3,6,1,2,4,3,12,9,6,6,16,1,5,8,5,11,6,6,6,9,9,15,9,8,3,7,7,7,7,6,7,7,10,9,9,4,8,3,1,5,7,12,11,8,10,,,,
Social Disorder,ROSEMONT,3,5,4,4,3,5,9,7,5,7,7,2,3,6,3,6,5,6,4,4,4,2,1,1,2,1,6,3,6,1,5,3,7,5,3,3,2,4,3,5,1,1,6,2,4,7,4,1,1,8,4,2,8,12,8,12,5,3,5,3,10,3,11,5,10,4,9,7,,,,
Social Disorder,ROSSCARROCK,26,45,40,32,29,43,56,38,37,32,26,35,30,36,51,41,42,60,51,69,35,42,35,45,40,35,39,39,38,44,60,34,44,41,32,42,36,31,37,42,57,36,57,61,47,55,57,32,56,51,59,57,76,64,70,76,93,63,71,50,50,49,73,81,81,72,61,56,,,,
Social Disorder,ROXBORO,5,,,4,2,1,2,1,2,1,,1,,2,,,,6,7,2,2,2,1,,,1,1,1,1,4,3,7,,,1,1,1,,1,1,,2,2,3,5,4,,1,,,1,6,4,4,4,2,1,,,1,1,,1,,2,2,2,4,,,,
Social Disorder,ROYAL OAK,11,10,20,12,8,19,28,28,24,12,9,7,8,13,4,8,18,18,12,17,9,10,4,16,13,12,7,12,17,13,25,24,25,18,15,12,23,13,14,26,20,34,20,10,14,29,15,22,18,17,24,33,17,19,21,25,20,13,22,18,15,23,19,19,19,12,18,20,,,,
Social Disorder,ROYAL VISTA,,,,,,,,,,5,5,1,7,1,3,1,5,2,5,2,8,2,7,4,6,5,6,3,3,4,7,5,4,6,4,4,6,9,6,3,5,4,12,21,14,10,9,5,11,12,12,8,7,11,6,4,4,8,5,4,4,6,6,13,2,3,5,7,,,,
Social Disorder,RUNDLE,67,67,63,64,55,96,97,78,66,50,57,56,49,47,68,61,77,67,79,79,65,59,54,54,54,36,49,66,76,66,88,66,57,56,37,53,51,61,51,52,69,101,97,88,76,76,59,62,58,65,65,78,76,83,88,73,60,54,65,46,44,36,52,53,63,64,82,74,,,,
Social Disorder,RUTLAND PARK,10,4,8,8,7,2,6,13,12,1,3,5,7,4,4,7,11,10,9,13,5,7,9,4,6,5,5,8,7,13,18,10,9,10,6,8,7,3,5,11,15,9,7,13,12,8,9,8,5,10,2,16,12,10,8,9,8,16,9,6,7,15,10,9,9,8,10,14,,,,
Social Disorder,SADDLE RIDGE,26,24,36,56,34,47,51,62,44,32,26,25,19,30,32,30,57,45,38,71,42,38,37,27,29,32,37,36,40,52,42,42,47,40,28,34,31,33,32,36,38,58,62,53,53,53,60,45,58,35,48,56,38,54,80,58,66,45,49,48,49,52,67,62,67,58,68,85,,,,
Social Disorder,SADDLE RIDGE INDUSTRIAL,,1,1,1,2,7,,,2,3,2,1,3,,2,,2,1,3,1,5,3,4,2,,1,1,,2,3,4,2,4,4,7,2,4,,4,3,2,,2,2,2,2,3,4,4,,2,6,4,3,5,2,2,2,3,2,1,3,4,7,6,2,8,2,,,,
Social Disorder,SAGE HILL,5,3,,8,2,7,6,5,7,3,2,7,1,2,6,,4,2,9,15,7,6,6,3,2,3,3,3,9,5,13,6,8,3,3,7,8,4,7,12,7,8,8,8,6,11,8,8,11,10,10,19,7,9,13,6,11,11,9,5,17,8,14,9,15,9,14,14,,,,
Social Disorder,SANDSTONE VALLEY,9,6,8,12,14,14,13,21,7,8,7,10,9,5,10,13,11,18,4,15,11,7,5,14,6,7,10,6,18,13,15,15,15,14,16,16,9,12,18,11,19,30,25,21,19,16,11,18,11,18,9,14,12,18,22,13,7,10,6,10,10,7,11,6,14,19,19,16,,,,
Social Disorder,SCARBORO,5,1,6,4,4,7,7,11,5,5,3,3,4,2,4,1,4,9,4,7,5,2,8,2,4,6,2,2,12,18,5,6,8,3,1,2,3,3,2,3,7,7,6,4,7,6,3,3,,2,2,4,6,4,6,10,7,2,8,6,4,3,5,4,16,6,5,10,,,,
Social Disorder,SCARBORO/ SUNALTA WEST,,3,1,2,1,,5,3,4,,,2,1,5,1,1,6,3,4,4,8,10,,,1,,2,4,1,2,2,4,4,11,6,2,3,1,6,4,6,9,10,5,8,4,1,3,4,1,,3,4,5,2,2,6,2,3,2,1,1,4,4,3,,2,4,,,,
Social Disorder,SCENIC ACRES,11,9,11,15,17,15,15,21,12,15,4,8,11,10,10,9,19,10,23,19,30,17,17,7,15,8,4,11,12,13,32,8,12,11,7,5,11,4,8,12,10,16,16,19,13,12,19,13,8,6,15,8,15,17,17,13,7,7,14,19,16,4,3,15,15,16,15,16,,,,
Social Disorder,SECTION 23,1,,1,1,1,1,4,1,1,2,1,1,,1,,,1,1,1,1,,,1,,1,,2,1,2,2,,3,3,1,1,1,1,2,4,5,1,6,3,2,3,4,3,1,1,1,2,1,1,1,1,1,1,4,4,4,3,,4,2,1,2,,2,,,,
Social Disorder,SETON,,,,,,,,,1,1,,,,2,1,,,3,3,5,1,2,3,4,6,2,9,8,5,4,2,4,5,13,5,3,9,8,2,8,10,7,3,9,7,8,8,8,9,8,7,6,12,8,7,3,11,11,8,10,9,5,7,7,9,9,14,10,,,,
Social Disorder,SHAGANAPPI,4,9,4,15,6,11,12,12,13,9,7,8,9,6,10,12,7,20,15,17,11,12,8,14,12,9,16,19,5,23,27,21,18,36,21,18,15,14,19,20,16,17,16,17,19,14,7,9,8,9,6,9,15,16,17,20,16,11,8,7,5,18,11,24,21,17,18,19,,,,
Social Disorder,SHAWNEE SLOPES,1,,4,4,2,5,9,8,10,6,2,3,4,3,6,2,,6,8,4,5,2,1,3,2,1,4,2,7,7,4,4,6,7,1,5,1,3,2,6,8,6,7,3,7,6,7,1,4,2,12,7,7,8,13,2,8,7,8,2,6,5,2,4,3,8,3,5,,,,
Social Disorder,SHAWNESSY,68,53,61,74,72,83,87,76,80,54,59,61,52,58,71,84,79,82,74,88,73,73,90,94,109,83,90,62,83,78,81,65,86,78,49,59,83,63,76,76,66,82,81,73,81,98,78,72,76,87,114,105,117,97,122,102,68,88,91,101,77,99,99,85,98,88,79,98,,,,
Social Disorder,SHEPARD INDUSTRIAL,8,7,10,8,11,7,7,9,17,4,2,4,7,10,9,12,9,13,8,11,12,15,12,12,6,6,18,6,12,15,13,14,6,8,13,8,9,8,11,11,12,13,14,17,13,18,14,6,7,19,14,9,15,15,15,20,5,14,8,16,8,17,7,5,12,16,16,16,,,,
Social Disorder,SHERWOOD,4,3,4,4,4,6,2,7,4,6,5,10,5,4,7,6,10,4,8,6,6,4,5,1,7,5,9,8,12,6,6,10,9,14,6,10,12,9,10,6,10,7,17,13,6,9,8,10,13,11,5,17,7,9,12,8,9,6,13,8,12,10,7,5,15,11,19,23,,,,
Social Disorder,SIGNAL HILL,28,26,20,38,30,38,37,36,40,27,22,30,22,19,30,33,38,30,45,39,31,30,37,28,32,23,27,37,52,41,56,34,44,40,33,32,38,28,30,34,34,34,31,31,43,37,25,25,23,47,55,44,27,62,61,69,51,56,54,46,27,46,57,55,58,55,50,58,,,,
Social Disorder,SILVER SPRINGS,16,14,31,19,24,23,31,33,23,18,12,13,14,13,7,16,19,33,15,27,17,16,10,14,11,11,9,17,15,22,37,28,18,23,14,14,12,13,17,12,19,14,21,27,17,22,14,11,11,12,7,18,17,22,20,23,18,17,14,15,20,20,11,14,16,19,17,23,,,,
Social Disorder,SILVERADO,5,7,10,10,17,15,26,14,18,6,7,11,2,10,13,8,13,18,13,15,14,5,7,6,4,3,12,9,8,18,15,12,14,17,8,7,7,7,18,17,20,10,10,15,18,16,14,9,10,14,15,8,9,10,26,12,14,19,14,6,14,11,19,17,12,11,15,12,,,,
Social Disorder,SKYLINE EAST,,,1,2,2,5,2,2,2,1,2,1,1,3,2,1,3,1,1,2,1,2,1,,2,1,1,1,2,4,6,3,2,2,2,1,,1,2,1,3,3,,2,,1,2,1,2,3,2,3,1,2,4,4,1,4,2,2,,,2,2,2,5,1,2,,,,
Social Disorder,SKYLINE WEST,2,6,3,8,4,7,3,6,7,3,4,2,4,2,5,4,5,9,4,13,7,5,4,2,5,2,3,5,4,4,9,6,4,5,,6,4,2,3,8,4,2,4,4,3,4,2,6,4,5,1,5,,7,5,4,5,3,4,1,1,1,4,3,5,6,5,11,,,,
Social Disorder,SKYVIEW RANCH,8,3,8,7,11,9,8,11,5,8,15,6,4,5,11,14,11,14,20,18,10,5,12,10,8,11,11,16,8,12,24,16,20,9,7,10,18,20,17,16,21,14,27,20,20,20,16,21,15,17,21,18,22,20,18,28,22,16,21,21,15,28,27,27,34,27,35,44,,,,
Social Disorder,SOMERSET,20,15,12,20,14,28,36,32,17,17,15,14,12,15,14,15,18,20,31,22,18,22,12,12,18,11,9,17,25,32,37,16,16,19,25,8,13,15,10,11,18,15,38,22,21,24,23,16,21,19,20,18,20,27,23,21,22,13,28,17,13,14,13,14,22,18,28,22,,,,
Social Disorder,SOUTH AIRWAYS,2,9,7,15,14,6,10,7,11,5,11,4,10,9,11,16,20,12,8,7,10,6,2,13,11,7,13,11,13,8,8,18,9,12,14,9,17,6,21,20,12,17,10,17,13,12,12,9,5,11,14,9,10,11,17,12,11,10,3,6,12,7,15,12,13,12,14,16,,,,
Social Disorder,SOUTH CALGARY,28,11,26,39,30,45,44,38,18,26,21,22,19,20,14,26,28,51,30,31,35,23,20,21,14,15,27,25,21,27,57,31,24,31,26,29,18,19,22,23,23,34,30,35,32,31,29,28,23,24,30,34,30,25,39,31,40,35,26,20,22,26,24,31,28,35,28,32,,,,
Social Disorder,SOUTH FOOTHILLS,1,2,4,4,2,4,4,3,2,3,2,3,5,1,1,2,3,4,1,7,2,4,4,2,,1,3,2,4,3,8,7,1,5,3,5,,5,3,1,6,5,9,3,2,3,3,4,2,5,2,1,2,2,5,7,5,2,5,,6,,,4,3,4,1,2,,,,
Social Disorder,SOUTHVIEW,19,23,34,35,35,38,57,60,48,41,15,46,23,25,28,31,43,54,54,59,56,45,38,34,43,35,35,41,48,50,59,57,42,35,42,30,39,16,41,45,60,50,72,67,60,56,52,37,28,41,41,50,45,59,65,66,57,34,35,40,39,43,38,41,43,54,59,61,,,,
Social Disorder,SOUTHWOOD,38,47,50,68,61,57,64,55,54,29,30,40,31,40,39,37,54,65,60,48,48,51,46,38,41,31,45,43,52,52,61,51,39,50,38,44,56,42,39,46,62,66,51,58,44,61,48,51,51,35,74,55,64,53,69,60,73,47,54,54,45,42,51,44,62,66,47,67,,,,
Social Disorder,SPRINGBANK HILL,8,9,4,8,13,27,18,16,26,18,11,7,10,7,10,12,12,8,16,15,11,15,13,18,12,7,12,8,18,21,20,20,19,26,14,19,20,9,18,21,36,19,18,25,13,25,12,8,11,18,17,18,13,15,23,21,21,24,38,17,17,21,15,24,27,20,14,21,,,,
Social Disorder,SPRUCE CLIFF,15,19,26,25,22,24,28,17,17,6,24,7,15,12,12,7,20,20,19,22,14,13,12,10,18,20,18,16,24,25,37,14,33,41,39,41,31,26,26,36,38,36,35,23,36,34,20,31,38,31,24,22,20,31,53,52,61,47,41,34,48,47,68,66,34,35,23,23,,,,
Social Disorder,ST. ANDREWS HEIGHTS,14,7,17,12,21,16,16,18,7,12,14,14,6,12,16,14,16,15,10,12,14,14,15,20,19,19,15,17,11,12,16,12,14,13,14,15,15,16,17,16,14,21,19,10,14,9,18,12,11,19,13,16,13,15,22,25,24,18,13,10,16,16,15,15,13,14,17,17,,,,
Social Disorder,STARFIELD,1,,1,1,6,3,3,3,2,1,3,1,,,1,5,1,2,6,1,2,9,1,3,,1,2,,1,2,4,2,1,1,2,,1,2,,1,2,2,2,1,4,2,,,2,2,2,1,2,,5,1,,2,2,5,1,2,4,2,2,3,2,2,,,,
Social Disorder,STONEGATE LANDING,1,,,2,,1,,,,1,1,,,2,,1,,,1,,,,,1,,,,,2,1,,1,,2,,2,,,,,1,,,2,,,,2,,1,,2,1,3,,1,1,,1,2,1,1,2,3,2,5,2,,,,,
Social Disorder,STONEY 1,2,1,5,1,4,3,5,2,3,1,4,2,3,4,2,1,2,1,4,2,1,1,3,2,1,2,1,3,1,3,1,2,4,3,,2,6,2,2,4,5,6,4,6,3,4,3,2,2,2,4,4,1,3,1,8,7,4,2,,2,1,4,3,4,3,4,4,,,,
Social Disorder,STONEY 2,2,,2,1,7,2,4,5,3,2,3,4,1,4,6,1,3,3,3,7,3,2,3,2,4,5,6,2,5,6,6,4,5,7,3,3,3,5,7,5,3,5,6,4,3,7,5,8,4,12,9,6,7,8,11,11,9,7,9,8,9,5,4,9,7,10,4,6,,,,
Social Disorder,STONEY 3,,,,,,,,,,1,,,,,,2,,,,,,,1,,,,,2,,,,,,1,,,,,,,,,,,,,2,,,2,1,,1,,,,2,,,1,,1,2,2,2,,3,,,,,
Social Disorder,STONEY 4,4,1,2,1,2,5,,1,2,5,2,,,3,4,3,1,2,5,5,6,2,1,1,2,1,3,1,6,4,6,7,5,4,1,1,4,2,4,4,4,2,7,2,2,2,4,1,1,1,5,2,4,1,2,2,1,2,,2,,2,1,2,4,3,2,4,,,,
Social Disorder,STRATHCONA PARK,7,6,8,6,19,9,14,8,6,8,6,8,3,13,7,9,10,7,18,17,13,18,8,6,16,9,5,5,8,7,9,19,15,8,6,8,7,8,1,9,16,20,16,16,9,18,18,9,10,9,7,20,14,7,11,11,16,12,10,4,8,2,8,12,17,10,13,13,,,,
Social Disorder,SUNALTA,45,45,56,59,81,65,73,70,62,62,48,36,57,47,59,53,73,86,92,102,95,65,38,44,51,49,54,64,122,97,106,113,96,107,59,59,59,69,86,96,95,105,105,97,81,89,61,68,47,64,80,87,92,79,82,69,70,81,57,47,50,63,65,63,94,112,110,100,,,,
Social Disorder,SUNDANCE,17,25,20,18,21,32,29,24,29,8,12,11,12,20,12,19,29,33,32,35,18,19,16,7,11,11,15,20,17,31,46,26,23,28,15,14,22,18,21,21,21,30,28,32,17,15,12,14,10,12,20,11,26,27,22,40,28,19,18,24,19,19,17,20,17,26,29,27,,,,
Social Disorder,SUNNYSIDE,17,24,29,22,25,32,54,39,36,23,20,24,18,24,21,29,47,55,52,48,35,27,20,13,20,21,21,31,34,55,34,39,21,26,19,18,21,16,26,30,27,35,42,46,39,37,32,17,20,17,30,40,38,38,66,51,61,35,37,30,31,24,40,45,61,54,65,71,,,,
Social Disorder,SUNRIDGE,45,44,51,46,56,83,63,45,39,45,43,34,37,53,58,51,56,65,59,74,51,44,50,41,36,55,57,41,49,53,54,55,43,51,72,55,51,52,61,66,77,68,65,56,77,76,69,81,63,72,89,67,77,62,78,96,64,70,59,64,64,70,74,52,67,68,77,78,,,,
Social Disorder,TARADALE,50,46,46,55,47,79,73,70,59,39,36,41,37,45,33,41,44,55,65,64,69,37,42,40,39,32,55,42,62,54,61,59,41,40,34,34,46,22,55,58,53,53,66,54,34,39,41,37,52,48,53,62,56,63,48,63,50,50,51,56,45,33,43,52,56,55,73,64,,,,
Social Disorder,TEMPLE,52,59,53,66,78,88,89,67,59,48,38,43,54,48,51,48,69,83,86,77,67,53,42,54,36,34,33,44,60,66,64,85,37,55,50,60,38,51,60,59,75,92,85,79,53,60,61,74,60,68,57,69,73,78,92,101,38,76,70,53,59,38,61,67,69,71,80,77,,,,
Social Disorder,THORNCLIFFE,29,30,37,42,61,41,54,61,65,34,32,36,40,43,38,38,41,55,51,67,56,45,33,34,28,24,34,39,47,31,53,48,45,37,32,43,53,28,50,40,55,44,65,49,56,42,36,36,43,51,49,39,41,53,68,79,74,52,38,37,34,38,48,49,55,48,47,66,,,,
Social Disorder,TUSCANY,18,17,18,30,34,33,35,43,33,27,16,9,21,21,16,31,26,22,32,37,22,33,23,23,24,18,19,22,44,39,30,50,29,27,17,25,22,20,27,22,25,39,35,30,29,39,31,29,19,20,28,33,39,38,46,45,40,31,35,41,24,32,25,38,42,35,40,33,,,,
Social Disorder,TUXEDO PARK,39,32,30,30,40,46,48,41,38,37,16,27,11,33,52,21,57,47,44,54,42,38,30,24,26,26,29,35,55,52,61,56,44,37,41,25,39,35,41,43,62,51,46,46,52,46,43,61,36,26,51,40,47,48,47,67,34,45,31,26,29,24,33,29,50,65,51,54,,,,
Social Disorder,UNIVERSITY HEIGHTS,7,11,7,11,12,10,13,11,8,11,12,13,3,5,13,9,17,14,10,10,15,10,8,13,4,7,7,13,4,8,16,11,18,12,10,13,13,7,13,9,13,7,12,12,23,15,7,6,10,16,32,25,15,18,20,15,20,13,14,13,15,12,13,23,11,11,8,9,,,,
Social Disorder,UNIVERSITY OF CALGARY,12,16,18,10,8,16,15,9,10,13,16,6,11,10,10,9,14,11,11,11,12,18,16,3,14,6,11,11,7,8,7,9,17,24,12,4,10,6,8,15,12,18,8,7,14,12,11,8,11,14,11,15,12,8,4,10,15,7,7,10,12,6,17,16,11,11,10,12,,,,
Social Disorder,UPPER MOUNT ROYAL,8,6,16,11,15,11,18,8,14,14,8,4,6,7,10,9,7,12,15,13,8,5,5,3,8,4,7,4,8,8,22,27,18,11,6,5,4,3,14,15,21,18,16,17,22,19,10,7,10,6,10,9,19,11,10,19,19,16,15,5,17,14,16,17,22,16,22,14,,,,
Social Disorder,VALLEY RIDGE,5,5,6,3,3,6,12,13,10,7,3,7,7,8,4,8,6,16,13,12,16,11,8,3,4,2,5,8,9,13,26,10,5,10,12,9,7,7,15,17,12,8,9,10,6,6,7,4,4,6,8,22,13,10,17,20,11,12,6,6,6,11,8,7,16,15,9,9,,,,
Social Disorder,VALLEYFIELD,1,8,8,5,6,10,10,11,5,7,12,4,6,4,9,9,9,13,18,16,3,9,6,8,6,10,7,10,6,13,11,16,5,11,4,5,7,6,9,7,8,6,16,8,8,6,6,8,10,7,8,11,19,13,13,8,12,7,8,7,7,7,12,14,9,13,4,9,,,,
Social Disorder,VARSITY,32,43,33,31,42,41,55,30,34,31,22,25,39,23,27,36,81,53,41,46,46,33,30,21,28,17,25,26,34,34,45,36,36,34,22,24,27,29,36,36,41,43,44,47,36,31,38,41,41,25,36,39,45,45,54,32,38,28,29,26,33,35,25,29,42,30,47,31,,,,
Social Disorder,VISTA HEIGHTS,18,21,17,25,37,28,43,43,40,34,16,20,16,26,14,21,27,16,40,35,26,30,25,19,14,29,21,27,18,33,27,32,19,19,19,15,27,25,32,30,28,21,32,36,24,24,19,15,28,27,16,34,21,40,34,28,30,24,25,17,10,10,39,31,22,31,40,52,,,,
Social Disorder,WALDEN,2,1,3,9,3,4,4,11,2,7,1,4,4,3,,6,2,6,6,6,7,10,,4,1,4,8,6,4,11,7,6,12,4,4,6,8,10,11,11,12,6,8,11,12,11,8,6,8,5,9,11,8,13,7,15,8,9,11,13,6,6,8,7,26,15,24,22,,,,
Social Disorder,WEST HILLHURST,25,15,14,32,36,43,60,30,30,34,17,25,20,27,37,28,28,34,30,41,27,26,15,10,22,10,26,26,21,26,40,59,33,44,22,33,26,22,28,28,27,30,40,37,23,22,25,18,39,20,33,34,26,38,40,36,26,32,29,21,18,21,27,17,39,27,24,36,,,,
Social Disorder,WEST SPRINGS,10,7,6,11,17,9,13,12,15,6,11,8,5,7,7,8,8,10,19,20,12,17,15,7,17,5,13,5,14,15,20,16,14,14,13,11,13,14,24,11,27,19,17,14,15,16,18,11,13,6,20,13,15,13,13,14,15,14,25,11,12,18,14,19,11,14,15,23,,,,
Social Disorder,WESTGATE,6,8,4,8,8,11,6,10,7,3,7,5,3,4,11,9,9,13,14,11,10,7,2,4,7,7,5,3,10,8,11,8,17,12,6,8,8,4,6,13,10,7,14,12,11,12,11,11,11,10,11,13,13,10,10,13,12,12,9,8,11,3,11,5,10,10,27,13,,,,
Social Disorder,WESTWINDS,32,30,40,36,36,57,42,44,43,25,32,27,29,24,37,38,44,25,56,43,57,31,37,27,26,27,23,74,38,35,38,46,39,46,40,39,42,48,44,40,67,30,57,44,32,47,44,27,29,39,58,58,51,39,54,76,60,46,36,31,42,34,35,35,56,29,54,54,,,,
Social Disorder,WHITEHORN,59,68,83,66,64,64,91,92,61,71,44,36,48,62,70,57,73,82,75,69,73,50,47,45,47,42,51,53,76,66,71,66,72,87,36,49,71,39,66,82,63,88,87,75,56,80,60,49,62,43,56,77,76,67,78,75,59,71,58,49,50,59,56,75,80,95,81,68,,,,
Social Disorder,WILDWOOD,13,4,6,9,12,20,11,9,10,5,4,2,6,5,7,8,14,10,13,20,14,11,7,5,4,3,2,6,7,11,11,11,12,8,8,11,7,8,7,8,12,13,10,11,11,6,4,4,7,11,8,12,16,13,12,10,12,5,18,3,3,3,7,11,21,14,15,9,,,,
Social Disorder,WILLOW PARK,25,19,29,32,47,36,40,35,39,38,32,17,22,29,25,26,34,39,42,36,44,42,22,26,34,19,31,34,37,24,43,32,30,42,23,39,34,34,22,36,40,62,52,36,29,30,38,47,36,35,49,48,50,35,56,43,43,35,22,30,44,30,51,56,53,61,41,44,,,,
Social Disorder,WINDSOR PARK,11,14,24,26,44,30,46,29,25,12,18,21,24,18,17,28,30,33,30,39,39,30,19,28,23,21,19,27,19,25,28,27,27,22,19,24,20,16,30,22,26,36,32,32,23,28,21,41,24,29,38,27,54,40,27,42,30,34,35,19,28,16,29,28,26,38,41,34,,,,
Social Disorder,WINSTON HEIGHTS/MOUNTVIEW,17,21,28,13,35,35,36,25,21,29,21,25,19,16,21,12,22,29,38,37,39,29,19,15,26,21,20,27,31,27,22,24,29,32,21,17,34,22,35,40,48,53,40,47,40,33,33,22,24,31,21,37,26,29,38,48,38,25,25,25,23,21,14,21,32,29,36,46,,,,
Social Disorder,WOODBINE,19,13,27,20,35,33,26,21,26,20,13,14,10,10,16,23,21,20,18,43,22,14,8,13,13,14,22,28,31,37,40,33,29,23,20,19,13,14,23,30,27,32,26,24,24,34,20,14,19,19,30,19,23,23,29,30,14,21,14,13,23,12,19,19,18,29,20,22,,,,
Social Disorder,WOODLANDS,27,21,30,25,28,32,32,43,29,22,24,15,19,20,20,21,29,28,25,40,21,23,12,15,19,13,18,20,36,39,33,51,28,32,17,17,26,20,15,24,18,36,24,28,33,31,29,33,14,26,23,30,36,44,38,26,38,32,23,16,20,27,27,22,24,35,38,42,,,,
Social Disorder,01B,,1,1,1,,1,,1,,,,,,1,,,1,,1,1,,1,1,,1,,,3,,,,1,1,1,1,,,,,2,,2,,,1,,,,1,2,,1,1,1,,,,,2,,3,,1,,,,,,,,,
Social Disorder,01C,,,,1,3,1,2,5,6,,,,,,1,1,1,1,2,2,2,,,,1,,,3,3,6,2,2,,1,,1,2,1,2,1,,,1,3,2,,1,,,,1,,1,,,,,1,,,,,3,,2,1,,3,,,,
Social Disorder,01E,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Social Disorder,01F,,,,,,,,1,3,1,,,,1,1,1,,1,,,,,,,,1,,,,,,1,,1,,,1,1,,2,,,,1,,,2,,,,,,,,1,1,,1,,,,1,,,,,,,,,,
Social Disorder,01G,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,
Social Disorder,01H,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,,,1,,,,,,,,1,,1,,,,
Social Disorder,02A,5,3,3,3,3,3,3,6,3,,,,,,,,1,,,,3,,1,,,,,,1,1,1,,,1,1,1,1,1,1,,1,,1,1,,,,,1,,2,2,2,1,,1,1,,1,,,2,1,2,,1,2,,,,,
Social Disorder,02B,,1,,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,
Social Disorder,02C,,,,,,,1,1,1,1,,,,1,,,1,,,,,,,,,1,1,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,1,6,,1,,,2,,,,,1,1,1,,,,,
Social Disorder,02E,6,6,3,2,4,2,3,6,3,5,6,5,4,4,1,2,4,4,,2,4,3,4,4,3,2,2,1,3,5,4,3,,1,2,4,2,1,4,6,5,3,4,2,1,4,1,3,7,1,1,4,3,1,7,2,3,3,2,3,6,,2,,2,3,2,2,,,,
Social Disorder,02F,,,1,,,1,1,3,,,2,,1,2,,1,3,2,,,,,,,,,,,,1,1,1,,2,1,,1,1,3,,,,,1,1,,2,1,1,3,,2,,,1,1,1,,1,1,,2,,1,,,1,1,,,,
Social Disorder,02K,3,1,,,,,1,,,,1,,,,2,,1,,,1,,,,,1,,,1,,,,,,,4,,,2,1,,4,1,7,6,2,2,2,1,2,1,3,2,2,1,2,,2,3,,1,,,,,1,,1,,,,,
